stratified,100162417,
representative,100162417,
proportional,100162417,
decision,100162632,
determination,100162632,
conclusion,100162632,
volition,100163047,
willing,100163047,
intention,100163233,
about-face,100163406,
volte-face,100163406,
reversal,100163406,
policy,100163406,
adulteration,100163630,
appointment,100163779,
assignment,100163779,
designation,100163779,
naming,100163779,
nomination,100164152,
assignment,100164345,
assigning,100164345,
allocation,100164579,
storage,100164579,
call,100164801,
co-option,100164999,
co-optation,100164999,
delegacy,100165178,
ordination,100165298,
ordinance,100165298,
recognition,100165563,
laying,100165793,
move,100165942,
move,100166172,
chess,100166355,
castle,100166552,
castling,100166552,
capture,100166702,
en,100166865,
exchange,100167063,
exchange,100167278,
check,100167446,
discovered,100167580,
checkmate,100167764,
mate,100167764,
gambit,100167950,
demarche,100168121,
maneuver,100168237,
manoeuvre,100168237,
tactical,100168237,
tactical,100168237,
parking,100168505,
move,100168658,
relocation,100168658,
flit,100168911,
downshift,100169047,
downshift,100169147,
bank,100169305,
vertical,100169522,
chandelle,100169651,
loop,100169811,
loop-the-loop,100169811,
inside,100170005,
outside,100170172,
roll,100170340,
barrel,100170536,
snap,100170643,
slip,100170710,
sideslip,100170710,
flight,100170844,
airplane,100170844,
straight-arm,100171050,
device,100171249,
gimmick,100171249,
twist,100171249,
mnemonic,100171507,
trick,100171618,
fast,100171618,
shtik,100171882,
schtik,100171882,
shtick,100171882,
schtick,100171882,
feint,100172073,
juke,100172217,
fake,100172217,
footwork,100172347,
ploy,100172490,
gambit,100172490,
stratagem,100172490,
ruse,100172598,
artifice,100172598,
means,100172710,
agency,100172710,
way,100172710,
dint,100173172,
escape,100173283,
fast,100173487,
instrument,100173761,
tool,100173761,
road,100174003,
royal,100174127,
stepping,100174260,
measure,100174412,
step,100174412,
countermeasure,100174663,
bear,100174782,
proxy,100174950,
leveraged,100175174,
bust-up,100175433,
shark,100175605,
porcupine,100175605,
golden,100175875,
greenmail,100176052,
pac-man,100176312,
poison,100176449,
suicide,100176609,
safe,100176766,
scorched-earth,100176994,
diagnostic,100177127,
diagnostic,100177127,
expedient,100177448,
backstop,100177638,
emergency,100177783,
experimental,100178024,
double-blind,100178177,
double-blind,100178177,
double-blind,100178177,
makeshift,100178551,
